SID,Year,ASJC,Description,SJR,Quartile,Percentile
21100847372,2023,2507,Polymers and Plastics,0.262,3,37
21100847373,2023,1213,Visual Arts and Performing Arts,0.128,2,57
21100847373,2023,3310,Linguistics and Language,0.128,3,34
21100847373,2023,3315,Communication,0.128,4,17
21100847373,2023,3316,Cultural Studies,0.128,3,39
21100847432,2023,2205,Civil and Structural Engineering,0.691,2,73
21100847432,2023,2211,Mechanics of Materials,0.691,2,73
21100847432,2023,2502,Biomaterials,0.691,2,52
21100847432,2023,2503,Ceramics and Composites,0.691,2,71
21100847439,2023,2705,Cardiology and Cardiovascular Medicine,0.108,4,2
21100847440,2023,1407,Organizational Behavior and Human Resource Management,0.183,4,15
21100847440,2023,1410,Industrial Relations,0.183,3,27
21100847440,2023,3308,Law,0.183,3,41
21100847441,2023,3304,Education,1.033,1,86
21100847442,2023,1901,Earth and Planetary Sciences (miscellaneous),0.354,2,50
21100847471,2023,1403,Business and International Management,0.234,3,28
21100847471,2023,1405,Management of Technology and Innovation,0.234,4,23
21100847471,2023,1408,Strategy and Management,0.234,3,26
21100847472,2023,1912,Space and Planetary Science,0.243,4,19
21100847472,2023,3103,Astronomy and Astrophysics,0.243,3,26
21100847474,2023,3310,Linguistics and Language,0.332,1,75
21100847474,2023,3316,Cultural Studies,0.332,1,85
21100847475,2023,2211,Mechanics of Materials,0.216,4,21
21100847475,2023,2501,Materials Science (miscellaneous),0.216,3,26
21100847475,2023,2502,Biomaterials,0.216,4,14
21100847475,2023,2503,Ceramics and Composites,0.216,3,25
21100847475,2023,2506,Metals and Alloys,0.216,3,36
21100847475,2023,2507,Polymers and Plastics,0.216,3,29
21100847478,2023,1907,Geology,0.12,4,3
21100847479,2023,3304,Education,0.29,3,39
21100847480,2023,3310,Linguistics and Language,0.378,1,78
21100847481,2023,1212,Religious Studies,0.428,1,96
21100847481,2023,3207,Social Psychology,0.428,3,39
21100847481,2023,3306,Health (social science),0.428,2,50
21100847525,2023,1905,Economic Geology,0.186,4,15
21100847525,2023,1906,Geochemistry and Petrology,0.186,4,10
21100847525,2023,1907,Geology,0.186,4,18
21100847525,2023,1908,Geophysics,0.186,4,14
21100847525,2023,1909,Geotechnical Engineering and Engineering Geology,0.186,4,16
21100847525,2023,1911,Paleontology,0.186,4,17
21100847525,2023,1913,Stratigraphy,0.186,3,25
21100847882,2023,2601,Mathematics (miscellaneous),0.159,4,8
21100847882,2023,2604,Applied Mathematics,0.159,4,6
21100847942,2023,2208,Electrical and Electronic Engineering,0.652,2,68
21100847942,2023,2504,"Electronic, Optical and Magnetic Materials",0.652,2,68
21100848051,2023,1204,Archeology (arts and humanities),0.101,4,7
21100848051,2023,3302,Archeology,0.101,4,7
21100848403,2023,2735,"Pediatrics, Perinatology and Child Health",0.414,2,50
21100848403,2023,2736,Pharmacology (medical),0.414,3,40
21100848408,2023,2205,Civil and Structural Engineering,0.198,4,18
21100848408,2023,2208,Electrical and Electronic Engineering,0.198,4,21
21100848408,2023,2209,Industrial and Manufacturing Engineering,0.198,3,28
21100848408,2023,2210,Mechanical Engineering,0.198,4,21
21100848408,2023,2211,Mechanics of Materials,0.198,4,17
21100848408,2023,2501,Materials Science (miscellaneous),0.198,4,22
21100848431,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.16,4,7
21100848431,2023,1107,Forestry,0.16,4,16
21100848431,2023,2303,Ecology,0.16,4,11
21100848431,2023,2309,Nature and Landscape Conservation,0.16,4,13
21100848432,2023,1909,Geotechnical Engineering and Engineering Geology,0.145,4,10
21100848432,2023,2209,Industrial and Manufacturing Engineering,0.145,4,18
21100848457,2023,1309,Developmental Biology,0.775,2,50
21100848457,2023,2204,Biomedical Engineering,0.775,2,68
21100848457,2023,2502,Biomaterials,0.775,2,60
21100848471,2023,1103,Animal Science and Zoology,0.818,1,90
21100848471,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.818,1,80
21100848471,2023,1311,Genetics,0.818,2,58
21100848471,2023,1312,Molecular Biology,0.818,2,51
21100848471,2023,1314,Physiology,0.818,2,63
21100849700,2023,2210,Mechanical Engineering,0.226,3,27
21100849700,2023,2211,Mechanics of Materials,0.226,3,25
21100849700,2023,2501,Materials Science (miscellaneous),0.226,3,28
21100849700,2023,3104,Condensed Matter Physics,0.226,4,21
21100849723,2023,2703,Anesthesiology and Pain Medicine,0.582,2,63
21100850505,2023,1601,Chemistry (miscellaneous),0.376,3,48
21100850512,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.199,4,13
21100850512,2023,1109,Insect Science,0.199,4,16
21100850516,2023,3308,Law,0.169,3,37
21100850519,2023,1103,Animal Science and Zoology,0.422,2,60
21100850718,2023,1312,Molecular Biology,1.234,2,72
21100850718,2023,2404,Microbiology,1.234,1,81
21100850723,2023,1105,"Ecology, Evolution, Behavior and Systematics",1.642,1,93
21100850723,2023,1303,Biochemistry,1.642,1,87
21100850723,2023,1311,Genetics,1.642,1,83
21100850723,2023,1312,Molecular Biology,1.642,1,80
21100850723,2023,1314,Physiology,1.642,1,89
21100850723,2023,1706,Computer Science Applications,1.642,1,88
21100850723,2023,2404,Microbiology,1.642,1,86
21100850723,2023,2611,Modeling and Simulation,1.642,1,95
21100850730,2023,2403,Immunology,2.127,1,84
21100850730,2023,2725,Infectious Diseases,2.127,1,94
21100850730,2023,2736,Pharmacology (medical),2.127,1,97
21100850730,2023,3004,Pharmacology,2.127,1,95
21100850732,2023,1110,Plant Science,0.163,4,10
21100850732,2023,1605,Organic Chemistry,0.163,4,9
21100850732,2023,2502,Biomaterials,0.163,4,3
21100850734,2023,1306,Cancer Research,0.125,4,7
21100850734,2023,2730,Oncology,0.125,4,11
21100850743,2023,1705,Computer Networks and Communications,0.193,4,17
21100850743,2023,1708,Hardware and Architecture,0.193,4,13
21100850743,2023,1710,Information Systems,0.193,4,15
21100850743,2023,2501,Materials Science (miscellaneous),0.193,4,21
21100850743,2023,2504,"Electronic, Optical and Magnetic Materials",0.193,4,15
21100850750,2023,1405,Management of Technology and Innovation,0.665,2,62
21100850750,2023,1409,"Tourism, Leisure and Hospitality Management",0.665,2,61
21100850750,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.665,1,81
21100850750,2023,3301,Social Sciences (miscellaneous),0.665,1,80
21100850750,2023,3312,Sociology and Political Science,0.665,1,78
21100850798,2023,1706,Computer Science Applications,2.447,1,95
21100850798,2023,2211,Mechanics of Materials,2.447,1,96
21100850798,2023,2501,Materials Science (miscellaneous),2.447,1,93
21100850798,2023,2611,Modeling and Simulation,2.447,1,99
21100851236,2023,2310,Pollution,0.242,3,28
21100851236,2023,2505,Materials Chemistry,0.242,3,31
21100851236,2023,2507,Polymers and Plastics,0.242,3,33
21100851239,2023,1706,Computer Science Applications,0.192,4,13
21100851239,2023,2207,Control and Systems Engineering,0.192,4,14
21100851285,2023,2715,Gastroenterology,0.749,2,61
21100851285,2023,2730,Oncology,0.749,2,54
21100851290,2023,1307,Cell Biology,0.88,3,47
21100851290,2023,1311,Genetics,0.88,2,62
21100851290,2023,1312,Molecular Biology,0.88,2,53
21100851290,2023,2716,Genetics (clinical),0.88,2,55
21100851290,2023,2722,Histology,0.88,2,70
21100851335,2023,2718,Health Informatics,0.581,3,43
21100851335,2023,3605,Health Information Management,0.581,3,42
21100851336,2023,1211,Philosophy,0.13,3,40
21100851349,2023,1211,Philosophy,0.134,3,43
21100851349,2023,3304,Education,0.134,4,9
21100851350,2023,1407,Organizational Behavior and Human Resource Management,0.609,2,57
21100851350,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.609,1,78
21100851350,2023,3303,Development,0.609,2,71
21100851350,2023,3305,"Geography, Planning and Development",0.609,2,72
21100851350,2023,3312,Sociology and Political Science,0.609,1,76
21100851350,2023,3314,Anthropology,0.609,1,87
21100851350,2023,3317,Demography,0.609,1,76
21100851416,2023,1402,Accounting,0.436,3,46
21100851416,2023,2003,Finance,0.436,2,51
21100851417,2023,1103,Animal Science and Zoology,0.127,4,3
21100851417,2023,3401,Veterinary (miscellaneous),0.127,4,6
21100851481,2023,2735,"Pediatrics, Perinatology and Child Health",0.715,2,73
21100851482,2023,1804,"Statistics, Probability and Uncertainty",0.106,4,1
21100851482,2023,2613,Statistics and Probability,0.106,4,0
21100851482,2023,3109,Statistical and Nonlinear Physics,0.106,4,2
21100851818,2023,3305,"Geography, Planning and Development",0.206,3,28
21100851818,2023,3322,Urban Studies,0.206,3,41
21100851844,2023,3304,Education,0.153,4,14
21100851994,2023,1102,Agronomy and Crop Science,0.207,3,25
21100851998,2023,1208,Literature and Literary Theory,0.102,3,29
21100851998,2023,1213,Visual Arts and Performing Arts,0.102,4,23
21100852014,2023,1401,"Business, Management and Accounting (miscellaneous)",0.825,1,78
21100852014,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.825,1,87
21100852103,2023,1407,Organizational Behavior and Human Resource Management,0.208,4,20
21100852103,2023,3203,Clinical Psychology,0.208,4,21
21100852104,2023,2602,Algebra and Number Theory,0.111,4,1
21100852104,2023,2603,Analysis,0.111,4,2
21100852104,2023,2608,Geometry and Topology,0.111,4,2
21100852120,2023,1305,Biotechnology,1.878,1,90
21100852120,2023,2402,Applied Microbiology and Biotechnology,1.878,1,95
21100852120,2023,2404,Microbiology,1.878,1,89
21100852130,2023,1202,History,0.101,4,10
21100852130,2023,1206,Conservation,0.101,4,9
21100852130,2023,2213,"Safety, Risk, Reliability and Quality",0.101,4,0
21100852130,2023,3322,Urban Studies,0.101,4,3
21100852132,2023,1311,Genetics,2.105,1,89
21100852132,2023,1312,Molecular Biology,2.105,1,85
21100852132,2023,2716,Genetics (clinical),2.105,1,91
21100852202,2023,1902,Atmospheric Science,1.587,1,85
21100852202,2023,1910,Oceanography,1.587,1,95
21100852202,2023,1911,Paleontology,1.587,1,97
21100852711,2023,2102,Energy Engineering and Power Technology,0.193,4,18
21100852711,2023,2211,Mechanics of Materials,0.193,4,15
21100852711,2023,2504,"Electronic, Optical and Magnetic Materials",0.193,4,15
21100852711,2023,2505,Materials Chemistry,0.193,4,20
21100852711,2023,2506,Metals and Alloys,0.193,3,26
21100852964,2023,3310,Linguistics and Language,0.18,2,54
21100852965,2023,2739,"Public Health, Environmental and Occupational Health",0.349,3,36
21100852965,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.349,3,47
21100852968,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.302,2,53
21100852983,2023,2705,Cardiology and Cardiovascular Medicine,0.433,3,43
21100852989,2023,1308,Clinical Biochemistry,0.667,2,56
21100852994,2023,1508,Process Chemistry and Technology,0.228,3,26
21100852994,2023,2209,Industrial and Manufacturing Engineering,0.228,3,35
21100852994,2023,2211,Mechanics of Materials,0.228,3,25
21100853006,2023,2708,Dermatology,0.516,2,55
21100853006,2023,2723,Immunology and Allergy,0.516,3,34
21100853015,2023,2712,"Endocrinology, Diabetes and Metabolism",0.28,3,25
21100853015,2023,2724,Internal Medicine,0.28,3,34
21100853016,2023,2403,Immunology,1.115,2,65
21100853016,2023,2723,Immunology and Allergy,1.115,2,69
21100853016,2023,3002,Drug Discovery,1.115,1,82
21100853248,2023,1403,Business and International Management,0.992,1,80
21100853248,2023,1408,Strategy and Management,0.992,1,75
21100853493,2023,2502,Biomaterials,0.986,2,68
21100853503,2023,2705,Cardiology and Cardiovascular Medicine,0.288,3,29
21100853506,2023,2741,"Radiology, Nuclear Medicine and Imaging",0.774,2,73
21100853510,2023,1306,Cancer Research,1.009,2,57
21100853510,2023,2730,Oncology,1.009,2,68
21100853511,2023,2742,Rehabilitation,0.44,2,55
21100853511,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.44,2,56
21100853513,2023,2204,Biomedical Engineering,0.371,3,33
21100853513,2023,3003,Pharmaceutical Science,0.371,2,51
21100853515,2023,2705,Cardiology and Cardiovascular Medicine,0.112,4,4
21100853516,2023,2733,Otorhinolaryngology,0.49,2,52
21100853518,2023,2204,Biomedical Engineering,0.722,2,64
21100853518,2023,2502,Biomaterials,0.722,2,56
21100853526,2023,1406,Marketing,0.724,2,59
21100853526,2023,1701,Computer Science (miscellaneous),0.724,1,75
21100853526,2023,2002,Economics and Econometrics,0.724,2,66
21100853526,2023,2605,Computational Mathematics,0.724,2,66
21100853526,2023,2613,Statistics and Probability,0.724,2,66
21100853527,2023,1706,Computer Science Applications,1.016,1,76
21100853527,2023,2805,Cognitive Neuroscience,1.016,2,65
21100853527,2023,2808,Neurology,1.016,2,72
21100853532,2023,1106,Food Science,0.547,2,64
21100853532,2023,2712,"Endocrinology, Diabetes and Metabolism",0.547,3,41
21100853532,2023,2916,Nutrition and Dietetics,0.547,3,48
21100853533,2023,2403,Immunology,0.135,4,8
21100853533,2023,2723,Immunology and Allergy,0.135,4,8
21100853533,2023,2740,Pulmonary and Respiratory Medicine,0.135,4,8
21100853534,2023,2901,Nursing (miscellaneous),0.191,3,25
21100853546,2023,2901,Nursing (miscellaneous),0.585,2,69
21100853547,2023,1105,"Ecology, Evolution, Behavior and Systematics",0.167,4,8
21100853547,2023,2303,Ecology,0.167,4,12
21100853547,2023,2309,Nature and Landscape Conservation,0.167,4,15
21100853551,2023,1308,Clinical Biochemistry,1.022,1,77
21100853551,2023,2701,Medicine (miscellaneous),1.022,1,80
21100853551,2023,2704,Biochemistry (medical),1.022,1,76
21100853551,2023,2719,Health Policy,1.022,1,82
21100853551,2023,2739,"Public Health, Environmental and Occupational Health",1.022,1,81
21100853560,2023,2742,Rehabilitation,0.386,3,49
21100853560,2023,3612,"Physical Therapy, Sports Therapy and Rehabilitation",0.386,2,50
21100853599,2023,1901,Earth and Planetary Sciences (miscellaneous),0.183,4,22
21100853599,2023,1907,Geology,0.183,4,17
21100853599,2023,2301,Environmental Science (miscellaneous),0.183,4,22
21100853599,2023,3305,"Geography, Planning and Development",0.183,4,21
21100853663,2023,2203,Automotive Engineering,0.37,2,59
21100853663,2023,2205,Civil and Structural Engineering,0.37,3,45
21100853663,2023,2208,Electrical and Electronic Engineering,0.37,3,46
21100853663,2023,3305,"Geography, Planning and Development",0.37,2,54
21100853663,2023,3313,Transportation,0.37,3,41
21100853663,2023,3322,Urban Studies,0.37,2,61
21100853738,2023,1702,Artificial Intelligence,0.385,3,32
21100853738,2023,2210,Mechanical Engineering,0.385,2,50
21100853738,2023,2606,Control and Optimization,0.385,3,38
21100853738,2023,2611,Modeling and Simulation,0.385,3,41
21100853738,2023,3105,Instrumentation,0.385,3,41
21100853739,2023,2202,Aerospace Engineering,0.552,2,64
21100853795,2023,2501,Materials Science (miscellaneous),0.196,4,22
21100853805,2023,1301,"Biochemistry, Genetics and Molecular Biology (miscellaneous)",0.631,2,64
21100853805,2023,1706,Computer Science Applications,0.631,2,58
21100853805,2023,2604,Applied Mathematics,0.631,2,63
21100853805,2023,2611,Modeling and Simulation,0.631,2,65
21100853806,2023,1501,Chemical Engineering (miscellaneous),0.783,1,78
21100853806,2023,1508,Process Chemistry and Technology,0.783,2,66
21100853806,2023,1601,Chemistry (miscellaneous),0.783,1,76
21100853806,2023,2102,Energy Engineering and Power Technology,0.783,2,70
21100853806,2023,2204,Biomedical Engineering,0.783,2,69
21100853806,2023,2209,Industrial and Manufacturing Engineering,0.783,1,78
21100853806,2023,2505,Materials Chemistry,0.783,1,75
21100853837,2023,1507,Fluid Flow and Transfer Processes,0.266,3,32
21100853879,2023,1313,Molecular Medicine,2.424,1,91
21100853879,2023,2701,Medicine (miscellaneous),2.424,1,95
21100853880,2023,2901,Nursing (miscellaneous),0.633,2,74
21100853884,2023,2733,Otorhinolaryngology,0.57,2,64
21100853884,2023,3613,Podiatry,0.57,2,61
21100853891,2023,2711,Emergency Medicine,0.421,2,61
21100853911,2023,2001,"Economics, Econometrics and Finance (miscellaneous)",0.101,4,0
21100853920,2023,1202,History,0.253,1,84
21100853929,2023,1000,Multidisciplinary,0.151,4,22
21100853929,2023,1405,Management of Technology and Innovation,0.151,4,7
21100853929,2023,1407,Organizational Behavior and Human Resource Management,0.151,4,8
21100853929,2023,1408,Strategy and Management,0.151,4,9
21100853929,2023,1702,Artificial Intelligence,0.151,4,6
21100853929,2023,1706,Computer Science Applications,0.151,4,6
21100853929,2023,1802,Information Systems and Management,0.151,4,9
21100853929,2023,2208,Electrical and Electronic Engineering,0.151,4,10
21100853929,2023,2209,Industrial and Manufacturing Engineering,0.151,4,19
21100853929,2023,2210,Mechanical Engineering,0.151,4,10
21100853933,2023,2002,Economics and Econometrics,0.33,3,38
